Channel_group,course,lead_id,Lead_type,lead_date,graduation_year,amount_paid,paid_at
A,Java,"1,35,671",ABC,26-05-2024 23:12,2017,,
F,Java,"1,35,504",EFG,30-05-2024 15:33,2029,,
A,Java,"1,38,115",ABC,06-05-2024 13:22,2016,,
A,Java,"1,38,123",ABC,02-05-2024 23:07,2008,,
F,Java,"1,38,127",EFG,21-05-2024 04:58,2023,,
A,Java,"1,38,211",ABC,08-05-2024 17:54,2028,,
D,Java,"1,38,050",ABC,02-05-2024 10:05,2022,,
A,Java,"1,38,103",ABC,28-05-2024 17:53,2025,,
A,Java,"1,39,827",ABC,27-05-2024 14:22,2011,,
A,Java,"1,39,866",ABC,06-05-2024 20:51,2017,,
F,Java,"1,39,890",EFG,12-05-2024 07:49,2026,,
A,Java,"1,40,055",ABC,08-05-2024 00:09,2002,,
C,Java,"1,39,812",ABC,20-05-2024 02:54,2011,,
D,Java,"1,40,118",ABC,28-05-2024 15:46,2005,48402,29-05-2024 15:46
A,Java,"1,39,860",ABC,23-05-2024 21:03,2015,,
A,Java,"1,39,867",ABC,17-05-2024 08:50,2026,,
A,Java,"1,39,893",ABC,16-05-2024 19:24,2016,48402,30-05-2024 19:24
A,Java,"1,38,354",ABC,14-05-2024 10:52,2004,,
D,Java,"1,37,507",ABC,05-05-2024 13:33,2004,,
F,Java,"1,40,066",EFG,15-05-2024 05:22,2030,,
D,Java,"1,39,235",ABC,10-05-2024 20:50,2003,,
A,Java,"41,74,067",EFG,03-05-2024 02:52,2014,48402,25-05-2024 02:52
F,Java,"1,39,200",EFG,30-05-2024 04:57,2020,,
A,Java,"1,39,232",ABC,08-05-2024 21:28,2017,,
G,Java,"1,39,268",ABC,18-05-2024 05:31,2027,,
C,Java,"1,39,351",ABC,03-05-2024 12:32,2013,,
A,Java,"41,74,045",EFG,31-05-2024 07:05,2009,,
B,Java,"41,80,679",EFG,31-05-2024 07:10,2026,,
F,Java,"1,39,430",EFG,14-05-2024 21:49,2016,,
A,Java,"1,39,471",ABC,16-05-2024 05:55,2014,,
F,Java,"1,39,604",EFG,02-05-2024 07:43,2000,,
D,Java,"1,39,633",ABC,19-05-2024 04:55,2003,,
F,Java,"1,39,684",EFG,19-05-2024 06:57,2020,,
D,Java,"1,39,376",ABC,30-05-2024 06:32,2013,,
F,Java,"1,37,440",EFG,30-05-2024 02:00,2011,,
C,Java,"41,73,596",EFG,22-05-2024 07:42,2015,,
F,Java,"1,36,784",EFG,11-05-2024 20:45,2016,,
F,Java,"1,36,810",EFG,19-05-2024 13:19,2027,,
D,Java,"1,36,941",ABC,10-05-2024 13:21,2027,,
H,Java,"1,40,960",ABC,01-05-2024 00:09,2008,,
F,Java,"1,41,018",EFG,15-05-2024 12:41,2023,,
B,Java,"41,83,176",EFG,09-05-2024 05:00,2018,48402,28-05-2024 05:00
C,Java,"1,41,096",ABC,13-05-2024 08:52,2026,,
A,Java,"1,41,127",ABC,04-05-2024 14:03,2019,,
C,Java,"1,41,143",ABC,11-05-2024 10:34,2030,,
E,Java,"1,41,190",ABC,14-05-2024 03:49,2019,,
C,Java,"1,41,193",ABC,17-05-2024 05:40,2006,,
A,Java,"1,41,281",ABC,12-05-2024 06:32,2017,,
A,Java,"1,41,397",ABC,28-05-2024 21:18,2001,,
F,Java,"1,41,440",EFG,02-05-2024 04:55,2017,,
E,Java,"1,41,472",ABC,19-05-2024 09:12,2014,,
F,Java,"1,41,604",EFG,18-05-2024 22:31,2008,,
A,Java,"1,41,065",ABC,12-05-2024 15:33,2002,,
F,Java,"1,41,112",EFG,11-05-2024 03:39,2027,,
A,Java,"1,41,120",ABC,14-05-2024 13:12,2001,,
F,Java,"1,41,235",EFG,19-05-2024 05:36,2029,,
F,Java,"1,41,574",EFG,01-05-2024 21:15,2014,,
F,Java,"1,41,619",EFG,02-05-2024 13:00,2023,,
H,Java,"1,40,967",ABC,01-05-2024 16:23,2003,,
F,Java,"1,41,044",EFG,27-05-2024 10:17,2001,,
F,Java,"1,41,162",EFG,28-05-2024 07:21,2013,,
D,Java,"1,41,269",ABC,18-05-2024 11:29,2026,,
F,Java,"1,41,389",EFG,16-05-2024 23:55,2019,,
G,Java,"41,80,389",EFG,15-05-2024 14:12,2019,,
F,Java,"1,41,209",EFG,08-05-2024 02:59,2018,,
F,Java,"1,41,443",EFG,24-05-2024 04:59,2003,,
E,Java,"41,80,732",XYZ,27-05-2024 09:35,2013,,
G,Java,"1,39,526",ABC,10-05-2024 14:44,2015,,
D,Java,"1,39,664",ABC,15-05-2024 08:27,2017,48402,29-05-2024 08:27
F,Java,"1,39,702",EFG,28-05-2024 08:40,2007,,
A,Java,"1,38,706",ABC,15-05-2024 19:56,2002,,
A,Java,"1,38,783",ABC,13-05-2024 15:00,2003,,
D,Java,"1,38,815",ABC,31-05-2024 14:22,2024,,
G,Java,"1,38,947",ABC,09-05-2024 01:12,2014,,
F,Java,"1,38,978",EFG,20-05-2024 06:11,2006,,
B,Java,"41,79,437",EFG,05-05-2024 00:16,2022,48402,18-05-2024 00:16
A,Java,"1,38,843",ABC,26-05-2024 19:01,2001,,
A,Java,"1,38,963",ABC,29-05-2024 17:29,2000,,
D,Java,"1,39,154",ABC,06-05-2024 11:54,2009,48402,08-05-2024 11:54
D,Java,"1,38,785",ABC,12-05-2024 03:52,2009,,
F,Java,"1,39,000",EFG,09-05-2024 04:43,2001,,
B,Java,"41,77,329",XYZ,05-05-2024 15:59,2010,,
F,Java,"1,39,170",EFG,16-05-2024 08:21,2011,,
E,Java,"1,38,288",ABC,02-05-2024 21:02,2015,,
C,Java,"1,38,347",ABC,27-05-2024 07:03,2000,,
A,Java,"1,38,508",ABC,13-05-2024 22:16,2017,,
E,Java,"1,38,560",ABC,04-05-2024 22:09,2007,,
A,Java,"1,38,434",ABC,23-05-2024 23:45,2015,,
F,Java,"1,38,674",EFG,03-05-2024 15:04,2022,,
D,Java,"1,35,544",ABC,15-05-2024 19:46,2001,,
A,Java,"1,35,664",ABC,19-05-2024 02:33,2011,,
G,Java,"1,35,948",ABC,18-05-2024 16:55,2018,,
D,Java,"1,36,168",ABC,18-05-2024 10:46,2026,,
G,Java,"1,35,844",ABC,30-05-2024 14:13,2029,,
A,Java,"1,37,298",ABC,01-05-2024 13:00,2006,,
A,Java,"1,37,638",ABC,26-05-2024 13:06,2030,,
A,Java,"1,37,710",ABC,16-05-2024 06:12,2010,,
D,Java,"1,37,588",ABC,21-05-2024 13:07,2012,,
D,Java,"1,36,753",ABC,31-05-2024 23:47,2002,,
A,Java,"1,36,663",ABC,22-05-2024 02:29,2011,,
G,Java,"1,40,168",ABC,04-05-2024 05:28,2014,,
G,Java,"1,40,144",ABC,29-05-2024 20:39,2028,,
F,Java,"1,40,170",EFG,09-05-2024 10:00,2016,,
D,Java,"1,40,219",ABC,26-05-2024 04:39,2022,,
G,Java,"1,40,227",ABC,20-05-2024 12:17,2026,,
A,Java,"1,40,265",ABC,25-05-2024 17:15,2014,,
A,Java,"1,40,429",ABC,06-05-2024 04:00,2016,,
F,Java,"1,40,457",EFG,06-05-2024 03:34,2023,,
D,Java,"1,40,203",ABC,25-05-2024 15:47,2019,,
C,Java,"1,40,303",ABC,18-05-2024 03:26,2009,,
A,Java,"1,40,369",ABC,25-05-2024 19:03,2016,,
G,Java,"1,40,412",ABC,29-05-2024 14:25,2002,,
A,Java,"1,35,580",ABC,25-05-2024 17:26,2026,,
A,Java,"41,63,847",EFG,22-05-2024 12:21,2027,,
A,Java,"1,35,628",ABC,21-05-2024 08:55,2023,,
D,Java,"1,35,884",ABC,23-05-2024 07:36,2007,,
D,Java,"1,36,029",ABC,09-05-2024 04:15,2011,,
A,Java,"1,39,413",ABC,22-05-2024 01:13,2023,,
H,Java,"1,39,489",ABC,03-05-2024 20:50,2024,,
C,Java,"1,39,612",ABC,29-05-2024 13:00,2020,,
G,Java,"1,39,688",ABC,06-05-2024 06:38,2019,,
A,Java,"41,64,493",EFG,04-05-2024 23:07,2010,,
G,Java,"1,39,625",ABC,05-05-2024 13:55,2018,,
A,Java,"41,80,455",EFG,24-05-2024 14:45,2009,,
A,Java,"1,39,382",ABC,10-05-2024 09:47,2013,,
D,Java,"1,39,414",ABC,01-05-2024 11:14,2029,,
A,Java,"1,39,462",ABC,06-05-2024 07:10,2022,,
A,Java,"1,35,582",ABC,15-05-2024 04:20,2022,,
D,Java,"1,35,524",ABC,15-05-2024 11:38,2013,,
A,Java,"1,35,553",ABC,02-05-2024 09:07,2029,,
A,Java,"1,36,452",ABC,31-05-2024 06:20,2018,,
A,Java,"1,35,922",ABC,05-05-2024 22:16,2010,,
A,Java,"1,35,751",ABC,24-05-2024 18:35,2021,,
A,Java,"1,35,847",ABC,22-05-2024 09:29,2016,,
F,Java,"1,37,337",EFG,27-05-2024 23:30,2025,,
A,Java,"1,37,529",ABC,04-05-2024 14:43,2017,,
C,Java,"41,62,954",XYZ,18-05-2024 06:04,2028,,
A,Java,"1,37,369",ABC,04-05-2024 07:43,2002,,
F,Java,"1,37,449",EFG,26-05-2024 17:04,2026,,
E,Java,"1,40,491",ABC,02-05-2024 15:04,2020,,
F,Java,"1,40,493",EFG,23-05-2024 21:20,2025,,
D,Java,"1,40,499",ABC,14-05-2024 23:47,2019,,
F,Java,"1,40,517",EFG,03-05-2024 02:41,2029,,
D,Java,"1,40,250",ABC,08-05-2024 14:26,2005,,
A,Java,"1,40,327",ABC,12-05-2024 08:12,2025,,
A,Java,"1,40,494",ABC,20-05-2024 02:01,2001,,
E,Java,"41,86,970",XYZ,16-05-2024 10:23,2007,,
F,Java,"1,40,634",EFG,07-05-2024 11:02,2015,,
E,Java,"1,40,654",ABC,19-05-2024 09:54,2022,,
H,Java,"1,40,656",ABC,18-05-2024 02:52,2017,,
A,Java,"41,82,350",EFG,18-05-2024 08:58,2030,,
F,Java,"1,40,879",EFG,03-05-2024 05:24,2017,,
F,Java,"1,40,293",EFG,02-05-2024 15:01,2016,,
D,Java,"1,40,319",ABC,29-05-2024 15:38,2028,,
A,Java,"1,40,367",ABC,22-05-2024 12:38,2015,,
G,Java,"1,40,600",ABC,20-05-2024 17:58,2017,,
D,Java,"1,40,660",ABC,30-05-2024 17:18,2023,,
H,Java,"1,40,709",ABC,24-05-2024 18:12,2030,,
A,Java,"1,40,862",ABC,29-05-2024 12:29,2002,,
D,Java,"1,38,112",ABC,04-05-2024 16:44,2010,,
A,Java,"42,05,979",XYZ,03-05-2024 08:08,2016,,
C,Java,"42,01,598",XYZ,31-05-2024 23:07,2020,48402,01-06-2024 23:07
E,Java,"41,78,091",XYZ,30-05-2024 00:41,2016,,
A,Java,"41,85,123",EFG,02-05-2024 22:18,2021,,
A,Java,"42,00,376",XYZ,14-05-2024 23:30,2025,,
E,Java,"41,82,055",XYZ,23-05-2024 08:44,2001,,
A,Java,"41,98,898",XYZ,22-05-2024 08:24,2017,,
C,Java,"41,63,126",EFG,01-05-2024 01:07,2030,,
A,Java,"41,89,773",XYZ,02-05-2024 16:07,2004,,
A,Java,"41,75,326",XYZ,07-05-2024 12:37,2013,,
A,Java,"42,06,951",EFG,31-05-2024 04:02,2008,,
A,Java,"41,69,528",XYZ,10-05-2024 01:58,2006,,
A,Java,"41,93,786",XYZ,25-05-2024 17:12,2018,,
H,Java,"42,07,836",XYZ,25-05-2024 13:25,2005,,
A,Java,"41,88,626",XYZ,01-05-2024 15:52,2019,,
A,Java,"42,07,018",EFG,30-05-2024 00:55,2020,,
A,Java,"41,62,955",XYZ,24-05-2024 08:28,2004,,
A,Java,"41,74,743",EFG,15-05-2024 03:33,2014,,
J,Java,"41,69,014",EFG,25-05-2024 21:29,2027,,
E,Java,"41,79,094",XYZ,25-05-2024 19:04,2026,,
A,Java,"41,76,347",XYZ,07-05-2024 04:37,2026,,
A,Java,"41,64,868",EFG,03-05-2024 12:46,2018,,
A,Java,"41,71,925",EFG,09-05-2024 03:39,2001,,
C,Java,"42,09,742",EFG,26-05-2024 17:51,2021,,
G,Java,"41,74,922",EFG,16-05-2024 22:29,2018,,
A,Java,"41,86,735",XYZ,09-05-2024 13:04,2015,,
A,Java,"41,67,796",EFG,16-05-2024 00:08,2030,,
A,Java,"41,97,479",XYZ,28-05-2024 16:29,2000,,
E,Java,"41,78,037",EFG,27-05-2024 00:19,2001,,
A,Java,"41,68,734",EFG,15-05-2024 19:52,2012,,
A,Java,"42,10,092",XYZ,28-05-2024 00:39,2006,,
A,Java,"41,98,503",EFG,21-05-2024 01:00,2019,,
A,Java,"41,73,717",EFG,01-05-2024 13:10,2029,,
A,Java,"42,01,509",XYZ,25-05-2024 18:06,2016,,
A,Java,"42,10,719",XYZ,05-05-2024 18:49,2021,,
B,Java,"41,69,834",EFG,09-05-2024 01:58,2022,,
G,Java,"41,65,782",EFG,19-05-2024 13:02,2014,,
A,Java,"41,77,143",XYZ,10-05-2024 17:45,2000,,
A,Java,"41,76,493",XYZ,05-05-2024 22:10,2017,,
A,Java,"41,70,069",XYZ,09-05-2024 18:42,2020,,
A,Java,"41,82,115",XYZ,13-05-2024 04:29,2014,,
B,Java,"41,63,730",EFG,17-05-2024 00:41,2009,,
A,Java,"41,83,055",XYZ,26-05-2024 08:42,2025,,
B,Java,"41,63,346",EFG,24-05-2024 10:54,2009,,
A,Java,"41,68,402",EFG,31-05-2024 07:03,2027,,
D,Java,"41,65,349",EFG,22-05-2024 10:22,2013,,
E,Java,"42,08,992",XYZ,31-05-2024 18:37,2023,,
B,Java,"41,78,999",EFG,12-05-2024 10:03,2028,48402,17-05-2024 10:03
A,Java,"41,75,996",EFG,16-05-2024 19:10,2029,,
A,Java,"41,84,037",EFG,23-05-2024 18:59,2018,,
A,Java,"42,09,097",XYZ,18-05-2024 09:06,2010,,
I,Java,"41,94,213",XYZ,27-05-2024 21:16,2006,,
A,Java,"42,03,362",XYZ,27-05-2024 05:43,2020,,
A,Java,"41,77,083",EFG,22-05-2024 09:10,2002,,
E,Java,"41,72,002",EFG,04-05-2024 21:58,2011,48402,25-05-2024 21:58
H,Java,"41,91,868",XYZ,11-05-2024 09:30,2024,,
H,Java,"41,63,505",EFG,06-05-2024 10:34,2009,,
G,Java,"41,74,205",EFG,04-05-2024 10:03,2003,,
A,Java,"41,81,888",XYZ,26-05-2024 03:38,2026,,
E,Java,"42,09,038",XYZ,04-05-2024 06:53,2003,,
C,Java,"41,80,250",EFG,30-05-2024 17:51,2016,,
A,Java,"41,78,088",XYZ,19-05-2024 11:12,2006,,
A,Java,"41,69,530",XYZ,19-05-2024 21:03,2003,,
L,Java,"41,92,732",XYZ,14-05-2024 06:54,2025,,
I,Java,"41,86,794",EFG,03-05-2024 03:23,2003,,
A,Java,"41,69,449",XYZ,10-05-2024 23:56,2015,,
A,Java,"41,78,141",XYZ,31-05-2024 07:38,2029,,
B,Java,"41,68,997",EFG,06-05-2024 05:19,2030,,
A,Java,"41,84,557",EFG,14-05-2024 04:56,2029,,
E,Java,"41,84,890",XYZ,23-05-2024 09:50,2016,,
D,Java,"41,75,324",XYZ,02-05-2024 13:48,2001,,
C,Java,"42,06,193",EFG,14-05-2024 05:05,2018,,
A,Java,"41,72,154",XYZ,09-05-2024 15:38,2030,,
C,Java,"41,75,615",EFG,24-05-2024 21:58,2008,,
E,Java,"41,73,970",XYZ,01-05-2024 13:25,2022,,
E,Java,"42,00,416",XYZ,23-05-2024 19:46,2005,,
A,Java,"42,09,552",XYZ,12-05-2024 05:53,2003,,
A,Java,"42,07,642",XYZ,13-05-2024 18:50,2000,,
A,Java,"41,63,972",XYZ,27-05-2024 22:44,2024,,
D,Java,"41,66,190",EFG,11-05-2024 17:47,2028,,
A,Java,"41,80,836",EFG,30-05-2024 18:15,2014,,
A,Java,"41,63,115",EFG,29-05-2024 01:11,2005,,
A,Java,"42,00,294",EFG,23-05-2024 20:23,2005,,
A,Java,"42,09,125",XYZ,18-05-2024 02:11,2015,,
E,Java,"42,00,823",XYZ,21-05-2024 01:20,2013,,
A,Java,"41,63,628",XYZ,05-05-2024 22:39,2023,,
B,Java,"41,72,118",XYZ,28-05-2024 21:56,2007,,
E,Java,"41,89,870",XYZ,07-05-2024 16:13,2014,,
E,Java,"41,91,332",EFG,09-05-2024 02:20,2018,,
A,Java,"41,76,724",EFG,27-05-2024 10:14,2002,,
E,Java,"41,90,609",XYZ,14-05-2024 11:36,2002,,
A,Java,"41,92,038",XYZ,05-05-2024 13:58,2004,,
H,Java,"41,93,500",EFG,20-05-2024 02:29,2029,,
A,Java,"41,85,694",EFG,30-05-2024 20:18,2015,,
G,Java,"41,72,693",EFG,13-05-2024 08:15,2027,,
A,Java,"42,04,719",EFG,09-05-2024 01:53,2021,,
A,Java,"41,67,575",XYZ,12-05-2024 19:50,2008,,
A,Java,"42,04,800",XYZ,22-05-2024 14:06,2027,,
A,Java,"42,10,456",XYZ,01-05-2024 13:22,2004,,
I,Java,"42,07,332",EFG,05-05-2024 12:50,2001,,
A,Java,"41,72,035",XYZ,09-05-2024 07:36,2008,,
A,Java,"41,98,323",XYZ,19-05-2024 00:35,2007,,
A,Java,"41,67,067",XYZ,22-05-2024 15:22,2017,,
E,Java,"41,66,397",EFG,09-05-2024 09:07,2017,,
A,Java,"41,77,448",EFG,18-05-2024 16:56,2017,,
I,Java,"42,01,415",EFG,10-05-2024 02:05,2023,,
A,Java,"41,73,200",XYZ,20-05-2024 11:08,2013,,
A,Java,"41,74,840",EFG,11-05-2024 23:18,2004,,
B,Java,"41,83,736",EFG,19-05-2024 20:19,2017,48402,21-05-2024 20:19
A,Java,"41,68,833",EFG,22-05-2024 16:03,2023,,
A,Java,"41,91,456",EFG,19-05-2024 09:37,2026,,
A,Java,"41,66,341",XYZ,18-05-2024 20:25,2012,,
A,Java,"41,65,324",XYZ,01-05-2024 19:58,2000,,
A,Java,"42,04,540",EFG,16-05-2024 12:13,2025,,
A,Java,"41,71,046",XYZ,29-05-2024 17:03,2002,,
A,Java,"41,86,106",XYZ,18-05-2024 09:22,2026,,
A,Java,"41,63,520",EFG,05-05-2024 18:50,2022,,
A,Java,"41,64,690",EFG,05-05-2024 14:56,2020,,
A,Java,"41,89,796",EFG,17-05-2024 13:28,2009,,
A,Java,"41,86,244",XYZ,29-05-2024 06:59,2030,,
A,Java,"41,95,681",XYZ,09-05-2024 19:21,2025,,
E,Java,"41,67,664",EFG,04-05-2024 23:39,2008,,
H,Java,"41,93,464",EFG,01-05-2024 09:47,2030,,
A,Java,"41,95,402",EFG,06-05-2024 04:57,2027,,
A,Java,"41,79,001",EFG,08-05-2024 07:58,2030,,
A,Java,"41,64,923",EFG,13-05-2024 13:08,2013,,
A,Java,"41,82,154",EFG,15-05-2024 02:38,2016,,
H,Java,"41,71,513",EFG,15-05-2024 01:03,2027,,
A,Java,"41,93,155",EFG,10-05-2024 23:09,2008,,
G,Java,"41,76,584",XYZ,03-05-2024 11:40,2014,,
G,Java,"42,00,651",XYZ,01-05-2024 00:13,2021,,
A,Java,"41,99,076",EFG,04-05-2024 07:17,2011,,
E,Java,"41,87,950",XYZ,26-05-2024 08:13,2028,,
A,Java,"41,81,157",XYZ,15-05-2024 10:30,2016,,
A,Java,"41,79,388",XYZ,14-05-2024 17:50,2024,,
B,Java,"41,71,484",EFG,26-05-2024 15:17,2007,,
B,Java,"41,91,190",EFG,09-05-2024 01:05,2027,,
A,Java,"41,81,627",XYZ,15-05-2024 17:48,2013,,
E,Java,"41,99,287",XYZ,25-05-2024 23:29,2015,,
A,Java,"41,63,088",EFG,11-05-2024 09:31,2004,,
H,Java,"42,02,963",XYZ,09-05-2024 21:32,2002,,
B,Java,"41,85,711",EFG,18-05-2024 04:48,2013,,
A,Java,"41,64,424",EFG,04-05-2024 19:32,2003,,
E,Java,"41,90,048",XYZ,20-05-2024 13:39,2007,,
A,Java,"41,86,023",EFG,27-05-2024 12:58,2000,,
E,Java,"41,86,965",EFG,04-05-2024 15:08,2010,,
B,Java,"41,84,654",EFG,26-05-2024 21:56,2025,,
H,Java,"41,83,442",XYZ,04-05-2024 07:23,2020,,
E,Java,"41,77,951",EFG,06-05-2024 13:51,2024,,
G,Java,"41,85,697",EFG,27-05-2024 23:19,2021,,
H,Java,"42,01,682",EFG,15-05-2024 14:34,2006,,
A,Java,"41,74,524",XYZ,03-05-2024 07:14,2007,,
A,Java,"41,93,704",XYZ,01-05-2024 19:25,2021,,
A,Java,"41,70,281",XYZ,15-05-2024 14:57,2002,,
E,Java,"41,92,145",EFG,20-05-2024 16:16,2018,,
A,Java,"42,00,752",XYZ,23-05-2024 19:57,2013,,
A,Java,"42,08,000",EFG,24-05-2024 07:41,2025,48402,26-05-2024 07:41
A,Java,"41,69,012",XYZ,03-05-2024 20:30,2019,,
A,Java,"41,85,930",XYZ,14-05-2024 02:08,2023,,
A,Java,"41,83,916",EFG,06-05-2024 20:37,2006,,
A,Java,"41,69,568",XYZ,24-05-2024 11:38,2004,,
A,Java,"41,81,418",EFG,07-05-2024 06:13,2026,,
G,Java,"41,96,380",EFG,29-05-2024 17:11,2005,,
D,Java,"41,69,347",XYZ,01-05-2024 11:08,2007,,
E,Java,"41,82,096",EFG,27-05-2024 23:50,2000,,
A,Java,"41,77,634",XYZ,31-05-2024 03:24,2006,,
H,Java,"41,66,860",EFG,12-05-2024 22:20,2006,,
A,Java,"41,92,651",XYZ,15-05-2024 04:22,2022,,
A,Java,"41,64,357",EFG,24-05-2024 21:13,2016,,
A,Java,"41,96,041",XYZ,27-05-2024 17:07,2017,,
A,Java,"41,79,771",XYZ,06-05-2024 15:46,2020,,
A,Java,"41,65,748",XYZ,11-05-2024 09:44,2010,,
C,Java,"41,63,036",EFG,24-05-2024 06:13,2019,,
A,Java,"42,07,605",EFG,20-05-2024 21:03,2017,,
H,Java,"42,01,232",XYZ,03-05-2024 02:17,2008,,
E,Java,"41,87,552",XYZ,03-05-2024 20:48,2026,,
A,Java,"41,85,570",XYZ,03-05-2024 09:45,2002,,
A,Java,"42,00,770",XYZ,21-05-2024 03:53,2011,,
A,Java,"42,05,526",EFG,30-05-2024 13:30,2001,,
A,Java,"41,78,614",XYZ,17-05-2024 13:02,2001,,
A,Java,"41,68,899",EFG,16-05-2024 16:20,2004,,
A,Java,"41,71,596",XYZ,23-05-2024 22:14,2008,,
E,Java,"41,80,193",XYZ,05-05-2024 01:44,2030,,
H,Java,"41,90,846",EFG,08-05-2024 09:18,2011,,
A,Java,"42,07,431",XYZ,17-05-2024 06:48,2015,,
H,Java,"41,89,756",EFG,02-05-2024 02:17,2021,,
A,Java,"42,01,453",XYZ,15-05-2024 12:44,2030,,
A,Java,"41,69,995",EFG,21-05-2024 13:22,2001,,
A,Java,"41,73,789",EFG,24-05-2024 15:24,2015,,
B,Java,"41,83,553",EFG,19-05-2024 11:46,2011,,
D,Java,"41,66,044",EFG,06-05-2024 03:22,2004,,
A,Java,"41,93,883",XYZ,31-05-2024 23:30,2015,,
H,Java,"41,86,418",EFG,30-05-2024 20:35,2022,,
B,Java,"41,63,305",XYZ,21-05-2024 22:59,2019,,
A,Java,"41,78,629",XYZ,02-05-2024 18:57,2005,,
A,Java,"41,74,133",XYZ,08-05-2024 17:49,2029,,
A,Java,"41,89,401",XYZ,23-05-2024 11:43,2017,,
I,Java,"41,94,481",XYZ,31-05-2024 03:42,2030,,
D,Java,"41,67,363",XYZ,17-05-2024 17:54,2028,,
A,Java,"42,05,684",XYZ,23-05-2024 02:21,2015,,
A,Java,"41,79,223",XYZ,30-05-2024 15:38,2004,,
A,Java,"42,01,413",EFG,18-05-2024 05:28,2016,,
A,Java,"41,91,911",XYZ,27-05-2024 18:58,2022,,
A,Java,"41,76,510",EFG,21-05-2024 00:51,2012,,
B,Java,"41,64,138",EFG,04-05-2024 04:02,2013,,
A,Java,"42,10,117",XYZ,02-05-2024 21:15,2024,,
A,Java,"41,83,917",EFG,06-05-2024 17:36,2030,,
A,Java,"41,84,021",EFG,31-05-2024 08:28,2019,,
A,Java,"41,94,999",XYZ,05-05-2024 08:39,2019,,
E,Java,"42,00,774",XYZ,31-05-2024 07:11,2020,,
A,Java,"41,77,542",XYZ,06-05-2024 03:52,2024,,
A,Java,"41,74,325",EFG,09-05-2024 12:13,2003,,
H,Java,"41,88,323",EFG,31-05-2024 21:10,2009,,
E,Java,"41,78,497",EFG,11-05-2024 02:59,2001,,
B,Java,"42,05,405",XYZ,02-05-2024 09:59,2028,,
E,Java,"42,02,962",EFG,05-05-2024 15:00,2017,,
E,Java,"41,90,816",XYZ,15-05-2024 02:15,2020,,
E,Java,"41,88,257",XYZ,27-05-2024 23:44,2005,,
A,Java,"41,84,522",XYZ,11-05-2024 05:25,2029,,
A,Java,"41,74,532",XYZ,01-05-2024 10:43,2019,,
H,Java,"41,90,240",EFG,21-05-2024 17:10,2004,,
A,Java,"41,69,797",EFG,07-05-2024 19:07,2002,,
A,Java,"41,78,351",XYZ,22-05-2024 13:52,2004,,
A,Java,"41,75,557",EFG,21-05-2024 18:15,2012,,
C,Java,"41,67,693",XYZ,19-05-2024 12:33,2008,,
A,Java,"41,75,534",XYZ,23-05-2024 08:15,2006,,
A,Java,"41,79,057",XYZ,14-05-2024 02:27,2005,,
H,Java,"41,90,445",XYZ,17-05-2024 11:14,2024,,
A,Java,"41,78,210",XYZ,25-05-2024 05:06,2023,,
A,Java,"41,97,244",XYZ,14-05-2024 14:47,2023,,
E,Java,"41,86,808",XYZ,09-05-2024 16:16,2019,,
A,Java,"41,77,529",EFG,08-05-2024 19:09,2029,,
A,Java,"41,82,273",EFG,01-05-2024 23:30,2001,,
A,Java,"41,65,113",XYZ,25-05-2024 07:31,2007,,
A,Java,"41,85,696",XYZ,20-05-2024 20:51,2007,,
A,Java,"41,66,543",XYZ,25-05-2024 00:02,2029,,
A,Java,"41,85,182",EFG,15-05-2024 03:38,2015,,
A,Java,"41,67,206",EFG,04-05-2024 02:41,2028,,
A,Java,"42,07,706",EFG,02-05-2024 19:20,2009,,
A,Java,"41,70,068",EFG,28-05-2024 01:36,2016,,
B,Java,"41,67,738",XYZ,07-05-2024 16:16,2017,,
E,Java,"41,82,077",EFG,11-05-2024 19:04,2029,,
E,Java,"41,87,960",EFG,21-05-2024 08:56,2015,,
A,Java,"41,81,433",XYZ,22-05-2024 13:51,2008,,
E,Java,"41,90,589",EFG,04-05-2024 18:40,2016,,
E,Java,"41,91,207",XYZ,13-05-2024 13:58,2022,,
C,Java,"41,64,763",EFG,19-05-2024 23:47,2001,,
A,Guitar,"1,37,604",ABC,20-05-2024 04:12,2015,,
F,Guitar,"1,40,454",EFG,16-05-2024 05:19,2006,,
M,Guitar,"1,33,103",LMN,07-05-2024 10:10,2019,,
A,Guitar,"41,44,272",XYZ,13-05-2024 13:35,2012,,
A,Guitar,"1,34,121",ABC,18-05-2024 09:30,2014,,
B,Guitar,"41,41,633",EFG,21-05-2024 11:32,2019,,
A,Guitar,"1,42,218",ABC,31-05-2024 21:53,2027,,
A,Guitar,"42,07,309",EFG,26-05-2024 11:11,2006,,
A,Java,"41,57,352",XYZ,31-05-2024 19:36,2023,,
C,Guitar,"1,33,565",ABC,21-05-2024 06:27,2026,,
A,Guitar,"1,32,152",ABC,08-05-2024 00:28,2018,,
M,Guitar,"1,31,331",EFG,22-05-2024 00:06,2004,,
A,Guitar,"1,40,206",ABC,10-05-2024 14:24,2015,,
A,Guitar,"41,69,337",XYZ,27-05-2024 18:01,2009,,
M,Guitar,"1,37,784",EFG,01-05-2024 07:56,2003,,
A,Guitar,"1,29,697",ABC,02-05-2024 18:58,2002,,
M,Guitar,"1,37,419",EFG,09-05-2024 10:04,2030,,
A,Guitar,"41,42,280",XYZ,15-05-2024 04:36,2004,,
D,Guitar,"41,65,415",XYZ,24-05-2024 06:06,2021,,
